,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
86637,T86638,C7342762,1992-04-14,M,DAR ES SALAAM,81410.8,2016-08-01,09:49:40,314.0,24
86822,T86823,C4770578,1969-07-10,M,MESAIEED,13837.69,2016-08-01,07:12:00,12206.52,47
87537,T87538,C5642432,1984-08-13,M,SHARJAH,47568.74,2016-08-01,12:46:15,399.0,32
88207,T88208,C1548845,1966-10-30,M,DUBAI,669776.8,2016-08-01,17:18:37,750.7,50
88561,T88562,C3318452,1984-03-02,M,KHOBAR,424507.79,2016-08-01,06:44:46,1000.0,32
88853,T88854,C1242614,1967-05-04,M,DUBAI,6190.71,2016-08-01,17:21:17,1410.0,49
89050,T89051,C3023983,1983-08-07,M,DUBAI,224.08,2016-08-01,15:49:46,2500.0,33
89699,T89700,C7912763,1988-01-02,M,DUBAI,171.16,2016-08-01,14:29:04,804.0,28
91668,T91669,C8598140,1985-06-18,M,DANDENONG,61994.81,2016-09-22,16:10:45,1650.49,31
92506,T92507,C1637374,1992-12-15,M,DUBAI,470.81,2016-09-27,20:22:40,2395.0,23
92611,T92612,C4799938,1973-06-08,F,DUBAI,253364.68,2016-09-22,13:28:19,17084.0,43
92663,T92664,C8823462,1984-11-16,M,AL SALMIYA,17477.46,2016-09-27,19:47:27,698.0,31
92701,T92702,C2724635,1982-11-16,M,DAR ES SALAAM,339611.68,2016-09-27,20:12:03,976.0,33
92872,T92873,C4525675,1965-10-23,M,SURREY,695106.47,2016-09-22,16:37:30,5979.09,51
92995,T92996,C5813643,1988-12-22,M,RALEIGH,245773.59,2016-09-27,17:48:25,1012.35,27
93064,T93065,C6816491,1984-08-12,M,SANTIAGO,1840.12,2016-09-22,16:08:28,7561.0,32
93675,T93676,C6140537,1986-10-27,M,SHARJAH,31808.07,2016-08-01,16:09:42,5000.0,29
94440,T94441,C6340552,1964-02-02,M,MESAIEED,5594793.64,2016-08-01,13:39:51,26265.0,52
94479,T94480,C4735522,1977-01-30,M,SHARJAH,682343.3,2016-08-01,14:27:24,2549.0,39
94710,T94711,C4021882,1962-11-11,M,MUSCAT,5820.81,2016-08-01,18:14:37,103.0,53
95058,T95059,C8935547,1977-01-30,M,SHARJAH,682343.3,2016-08-01,14:34:52,315.0,39
95429,T95430,C3013814,1972-07-06,M,DUBAI,74749.46,2016-08-01,14:45:28,1385.0,44
95551,T95552,C4035545,1977-01-30,M,SHARJAH,682343.3,2016-08-01,13:31:12,2523.0,39
95834,T95835,C8337422,1952-07-25,F,SILVER SPRING,636183.39,2016-08-01,19:27:34,627.84,64
96188,T96189,C4628621,1986-03-17,F,DUBAI,42316.23,2016-08-01,19:44:41,866.0,30
96289,T96290,C2337086,1975-12-27,M,DUBAI,1040502.34,2016-08-01,13:07:41,5000.0,40
96474,T96475,C5735575,1978-10-05,M,DOHA,990.69,2016-08-01,13:46:31,2000.0,38
96478,T96479,C8935564,1977-01-30,M,SHARJAH,682343.3,2016-08-01,13:50:07,399.0,39
96551,T96552,C3230826,1979-09-18,M,DUBAI,10000.0,2016-08-01,19:45:46,398.0,37
96898,T96899,C3112782,1988-01-02,M,DUBAI,171.16,2016-08-01,16:52:57,2499.0,28
97037,T97038,C7721191,1972-11-05,F,DUBAI,376923.46,2016-08-01,16:01:07,13308.0,43
97066,T97067,C6038843,1983-02-08,M,DUBAI,1726.76,2016-08-01,17:09:41,9147.0,33
97468,T97469,C8275988,1983-06-09,M,MUSCAT,74109.86,2016-08-01,16:00:25,89.0,33
97611,T97612,C4175989,1983-06-09,M,MUSCAT,74109.86,2016-08-01,15:55:01,546.0,33
97925,T97926,C6380172,1982-07-19,M,MANAMA,14132.59,2016-08-01,20:36:43,1523.0,34
98015,T98016,C8818572,1976-01-05,M,DOHA,7681113.21,2016-08-01,17:10:12,201.0,40
98413,T98414,C5118573,1976-01-05,M,DOHA,7681113.21,2016-08-01,17:04:35,217.0,40
99382,T99383,C5613873,1972-07-06,M,DUBAI,74749.46,2016-08-01,15:44:58,499.0,44
99752,T99753,C1634153,1984-12-25,M,SHEBOYGAN,158726.99,2016-08-01,20:03:57,500.0,31
99984,T99985,C6831767,1970-09-10,M,EAST RIFFA,373477.89,2016-08-01,18:42:10,2518.81,46
100617,T100618,C4038824,1983-02-08,M,DUBAI,1726.76,2016-08-01,17:42:09,420.0,33
100972,T100973,C6537675,1980-08-06,M,MELBOURNE,12574.37,2016-08-01,19:57:19,2558.0,36
100976,T100977,C5437658,1964-09-18,F,BEAVERTON,154900.86,2016-08-01,19:55:42,240.0,52
101291,T101292,C7389288,1994-11-27,F,FLORIDA,1022943.64,2016-08-01,20:05:45,5086.0,21
101410,T101411,C8338248,1981-09-14,F,ETOBICOKE,264993.14,2016-08-01,19:01:24,6820.35,35
101452,T101453,C8021877,1962-11-11,M,MUSCAT,5820.81,2016-08-01,22:15:31,480.0,53
102058,T102059,C4130855,1979-09-18,M,DUBAI,10000.0,2016-08-01,19:56:13,409.0,37
102101,T102102,C5841828,1982-02-08,M,DUBAI,814304.89,2016-08-01,19:08:09,1800.0,34
102189,T102190,C5782031,1980-01-23,M,SHARJAH MAIN CITY,1019133.95,2016-08-06,09:01:10,110.0,36
102280,T102281,C7618563,1976-01-05,M,DOHA,7681113.21,2016-08-01,18:36:50,2150.0,40
102285,T102286,C1946743,1973-08-06,M,DUBAI,329411.46,2016-08-01,17:51:28,585.0,43
102488,T102489,C8018534,1976-01-05,M,DOHA,7681113.21,2016-08-01,17:53:37,2198.0,40
103649,T103650,C1446789,1973-08-06,M,DUBAI,329411.46,2016-08-01,21:37:22,410.0,43
104075,T104076,C2238883,1983-02-08,M,DUBAI,1726.76,2016-08-01,22:51:41,999.0,33
104374,T104375,C8842035,1973-07-09,M,SHARJAH,27247.31,2016-08-01,20:47:42,2876.0,43
104672,T104673,C1231513,1976-11-07,M,SYDNEY,27244.2,2016-08-01,21:31:26,1999.0,39
105042,T105043,C5259592,1982-01-09,M,DUBAI,112082.01,2016-08-01,19:48:39,5980.0,34
105127,T105128,C1727553,1981-10-26,M,DUBAI,26588.87,2016-08-01,20:40:26,3955.63,35
105953,T105954,C8221825,1962-11-11,M,MUSCAT,5820.81,2016-08-01,20:01:22,70.0,53
106301,T106302,C1721446,1989-11-05,M,FAHAHEL,9226.08,2016-08-06,12:19:16,525.0,26
106573,T106574,C1621834,1962-11-11,M,MUSCAT,5820.81,2016-08-01,22:54:22,215.0,53
107715,T107716,C2624154,1984-03-08,M,CAMP HILL,451750.1,2016-08-06,06:06:03,440.0,32
107731,T107732,C3778652,1986-07-01,M,SHARJAH,16949.62,2016-08-06,03:02:20,668.0,30
107940,T107941,C5334129,1984-12-25,M,SHEBOYGAN,158726.99,2016-08-06,13:59:43,389.0,31
108037,T108038,C7639570,1958-07-11,F,DUBAI,47099.3,2016-08-06,00:21:54,25.0,58
108431,T108432,C7542491,1984-08-13,M,SHARJAH,47568.74,2016-08-01,21:49:53,2708.0,32
108540,T108541,C1940089,1973-04-02,M,DAMMAM,7015.28,2016-08-06,10:01:20,1014.0,43
108612,T108613,C5179072,1985-05-13,M,SYDNEY,35076.63,2016-08-06,01:04:10,2700.0,31
108853,T108854,C3610019,1984-05-23,M,BURAIDAH,177.13,2016-08-06,08:54:54,5130.0,32
108867,T108868,C8325082,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-06,21:18:32,280.0,35
109044,T109045,C5719084,1989-03-27,M,SINGAPORE,589.09,2016-08-06,11:03:24,87.43,27
109797,T109798,C7910453,1976-01-27,M,DUBAI,1617441.17,2016-08-01,14:41:33,460.0,40
110094,T110095,C8710760,1972-09-13,M,SINGAPORE,200000.0,2016-08-06,08:46:56,299.0,44
110377,T110378,C2534149,1984-12-25,M,SHEBOYGAN,158726.99,2016-08-06,14:05:18,770.0,31
110484,T110485,C8579062,1985-05-13,M,SYDNEY,35076.63,2016-08-06,01:07:07,2700.0,31
110487,T110488,C3124791,1961-02-03,F,KUWAIT,10495835.7,2016-08-06,01:33:14,3070.0,55
111103,T111104,C5938231,1981-09-14,F,ETOBICOKE,264993.14,2016-08-06,17:16:52,2203.84,35
111465,T111466,C4115212,1984-05-06,M,PARRAMATTA,10451.31,2016-08-06,17:09:09,925.0,32
112575,T112576,C5636966,1972-09-12,M,DUBAI,19914.97,2016-08-06,11:03:58,15290.0,44
113463,T113464,C6625558,1971-08-21,M,DUBAI,14861.54,2016-08-06,12:05:47,760.0,45
113745,T113746,C9012533,1985-10-09,F,BAIRNSDALE,71001.22,2016-08-06,13:50:02,1620.0,31
114875,T114876,C4137221,1964-04-21,M,DOHA,17196.94,2016-08-06,13:23:41,2608.91,52
115589,T115590,C1042419,1990-01-13,M,DUBLIN,23489.36,2016-08-06,13:10:12,11450.0,26
116086,T116087,C7578658,1986-07-01,M,SHARJAH,16949.62,2016-08-06,13:01:13,668.0,30
116325,T116326,C2418838,1974-11-19,M,RIYADH,1505.96,2016-08-06,17:46:48,775.0,41
116599,T116600,C8879132,1984-03-13,M,FUJAIRAH,1799323.17,2016-08-06,14:59:05,18989.0,32
116722,T116723,C1679285,1982-07-02,M,ORLANDO,3834.89,2016-08-06,18:02:51,2870.0,34
117465,T117466,C1032129,1981-10-06,M,MOUNTAIN VIEW,380788.22,2016-08-06,18:29:17,8400.0,35
117765,T117766,C2841469,1977-03-29,M,GOVERNORATE MANAMA,1206360.28,2016-08-06,14:32:05,5085.0,39
118097,T118098,C6614852,1971-06-30,M,KUWAIT,1198239.69,2016-08-06,15:34:22,1699.0,45
119321,T119322,C4014858,1971-06-30,M,KUWAIT,1198239.69,2016-08-06,16:05:09,10530.0,45
119335,T119336,C3621423,1989-11-05,M,FAHAHEL,9226.08,2016-08-06,16:26:19,1000.0,26
119411,T119412,C6834130,1984-12-25,M,SHEBOYGAN,158726.99,2016-08-06,15:00:53,1238.0,31
119731,T119732,C5540067,1973-04-02,M,DAMMAM,7015.28,2016-08-06,12:07:02,456.0,43
119838,T119839,C4928277,1984-06-26,M,RAS AL KHAIMAH,100.92,2016-08-06,16:15:14,936.35,32
120515,T120516,C7614815,1971-06-30,M,KUWAIT,1198239.69,2016-08-06,15:46:03,3315.0,45
120915,T120916,C1337265,1987-06-14,M,SINGAPORE,154587.48,2016-08-06,15:33:24,17100.0,29
120962,T120963,C2930569,1971-07-15,M,HAMBURG,364.85,2016-08-06,18:53:33,590.0,45
121184,T121185,C6815292,1984-05-06,M,PARRAMATTA,10451.31,2016-08-06,16:42:28,9010.0,32
121209,T121210,C5938271,1981-09-14,F,ETOBICOKE,264993.14,2016-08-06,17:23:12,594.24,35
121673,T121674,C6233623,1963-10-15,M,ABU DHABI,680337.88,2016-08-06,20:44:20,12200.0,53
121958,T121959,C1448885,1966-10-30,M,DUBAI,669776.8,2016-08-06,20:13:33,5999.0,50
122029,T122030,C4220556,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-06,17:50:12,4390.0,30
122433,T122434,C3613878,1983-07-14,M,LEIDEN,2530496.82,2016-08-06,19:20:51,485.0,33
122881,T122882,C7441435,1977-03-29,M,GOVERNORATE MANAMA,1206360.28,2016-08-06,19:28:57,4496.01,39
123191,T123192,C8115827,1984-05-29,M,LONDON,1668933.07,2016-08-06,17:55:13,9890.0,32
123745,T123746,C1821459,1989-11-05,M,FAHAHEL,9226.08,2016-08-06,16:50:07,1700.0,26
124015,T124016,C6213843,1983-07-14,M,LEIDEN,2530496.82,2016-08-06,20:28:00,2620.5,33
124425,T124426,C4879219,1982-07-02,M,ORLANDO,3834.89,2016-08-06,16:51:15,14996.0,34
125232,T125233,C5579229,1982-07-02,M,ORLANDO,3834.89,2016-08-06,18:29:08,8500.0,34
125235,T125236,C4723636,1979-05-20,M,ROME,739234.52,2016-08-06,18:26:15,7650.0,37
125343,T125344,C2034120,1984-12-25,M,SHEBOYGAN,158726.99,2016-08-06,23:41:45,942.0,31
126265,T126266,C7734975,1975-12-14,M,MANGAF,78418.06,2016-08-06,19:21:25,630.0,40
126270,T126271,C2812670,1983-12-06,M,BRAMPTON,3905118.13,2016-08-06,18:55:45,3198.0,32
126340,T126341,C3782059,1980-01-23,M,SHARJAH MAIN CITY,1019133.95,2016-08-06,21:42:46,5611.0,36
126642,T126643,C4782021,1980-01-23,M,SHARJAH MAIN CITY,1019133.95,2016-08-06,21:50:56,1799.0,36
127361,T127362,C3817183,1986-03-16,M,ABU DHABI,610098.05,2016-08-06,23:07:52,205.0,30
127550,T127551,C3841431,1972-09-11,M,KUALA BELAIT,135048.77,2016-08-06,18:02:36,258.0,44
127559,T127560,C1832162,1981-10-06,M,MOUNTAIN VIEW,380788.22,2016-08-06,18:16:06,3797.0,35
128074,T128075,C5648872,1966-10-30,M,DUBAI,669776.8,2016-08-06,22:21:08,7762.0,50
128494,T128495,C5632112,1981-10-06,M,MOUNTAIN VIEW,380788.22,2016-08-06,18:43:42,2300.0,35
128737,T128738,C7139382,1972-04-12,M,DUBAI,138442.81,2016-08-06,18:14:10,3749.0,44
129012,T129013,C6930558,1971-07-15,M,HAMBURG,364.85,2016-08-06,18:06:16,2400.0,45
129069,T129070,C3832720,1979-04-07,F,RIYADH,15264.39,2016-08-06,19:06:37,3300.0,37
129138,T129139,C3555647,1986-07-26,M,SANTA CLARA,11742.87,2016-08-06,23:59:51,14999.0,30
131031,T131032,C7821072,1974-12-04,M,RUWI,84262.62,2016-08-06,17:47:08,500.0,41
131673,T131674,C2927176,1977-08-04,M,DUBAI,59874.44,2016-08-06,19:57:54,25.0,39
132123,T132124,C8641470,1977-03-29,M,GOVERNORATE MANAMA,1206360.28,2016-08-06,19:40:06,5025.01,39
132165,T132166,C9041419,1977-03-29,M,GOVERNORATE MANAMA,1206360.28,2016-08-06,19:36:31,3763.71,39
132281,T132282,C2921822,1962-11-11,M,MUSCAT,5820.81,2016-08-05,20:12:57,150.0,53
132401,T132402,C1633869,1991-08-15,M,RIYADH,505.45,2016-08-06,20:56:36,799.0,25
132792,T132793,C7838712,1971-06-05,M,DOHA,531710.93,2016-08-05,00:02:38,2919.0,45
133472,T133473,C1881749,1980-02-08,M,WESTLANDS,1226.07,2016-08-05,11:32:39,1499.0,36
133671,T133672,C6830373,1980-12-20,M,RIYADH,1967652.56,2016-08-06,22:01:11,100000.0,35
134023,T134024,C5417761,1975-05-14,M,MANAMA,794827.88,2016-08-05,13:16:02,4030.49,41
134098,T134099,C7136876,1981-06-08,M,GLASGOW,9237.06,2016-08-06,22:16:31,220.0,35
134670,T134671,C6233426,1986-04-02,M,DUBLIN,520494.81,2016-08-05,06:19:18,1250.0,30
134687,T134688,C2432451,1986-04-28,M,MARSEILLE,61.57,2016-08-05,14:11:26,159.0,30
134751,T134752,C5776684,1988-01-09,M,KUALA LUMPUR,21814.27,2016-08-05,12:36:20,1057.0,28
134793,T134794,C8230321,1980-12-20,M,RIYADH,1967652.56,2016-08-06,22:00:28,100000.0,35
135193,T135194,C9019547,1988-09-30,M,SINGAPORE,13225.81,2016-08-05,12:24:56,61.0,28
135476,T135477,C6127278,1979-09-06,F,SINGAPORE,10463.57,2016-08-05,12:26:16,1746.0,37
135791,T135792,C4530364,1980-12-20,M,RIYADH,1967652.56,2016-08-06,21:59:49,200000.0,35
135804,T135805,C4431221,1973-12-17,F,BASINGSTOKE,6600.0,2016-08-06,21:45:15,7989.0,42
136154,T136155,C8235590,1977-01-30,M,SHARJAH,682343.3,2016-08-05,13:09:21,443.0,39
136307,T136308,C6230323,1980-12-20,M,RIYADH,1967652.56,2016-08-06,22:01:53,50000.0,35
136750,T136751,C8024162,1970-09-11,M,MUSCAT,30317.99,2016-08-06,16:15:16,1000.0,46
138225,T138226,C5032070,1952-12-03,M,DUBAI,56957.58,2016-08-05,14:41:40,4500.0,63
138351,T138352,C5935543,1977-01-30,M,SHARJAH,682343.3,2016-08-05,16:15:49,4031.0,39
138508,T138509,C1440876,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-05,12:05:39,248.0,40
138587,T138588,C7640019,1973-04-02,M,DAMMAM,7015.28,2016-08-05,13:14:58,1024.0,43
138588,T138589,C8740082,1973-04-02,M,DAMMAM,7015.28,2016-08-05,13:14:59,410.0,43
138788,T138789,C9027232,1979-09-06,F,SINGAPORE,10463.57,2016-08-05,12:59:15,459.0,37
138893,T138894,C3120559,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-05,10:55:32,4500.0,30
138955,T138956,C7740580,1964-02-02,M,MESAIEED,5594793.64,2016-08-05,12:13:30,8976.0,52
139317,T139318,C7765977,1982-06-04,M,DUBAI,35737.24,2016-08-05,11:41:56,22882.0,34
139365,T139366,C1134569,1983-01-04,M,DUBAI,51260.19,2016-08-05,16:53:48,70.0,33
140380,T140381,C5940060,1973-04-02,M,DAMMAM,7015.28,2016-08-05,13:15:00,10.0,43
140605,T140606,C7341425,1977-03-29,M,GOVERNORATE MANAMA,1206360.28,2016-08-05,17:56:26,3094.0,39
140738,T140739,C1730558,1971-07-15,M,HAMBURG,364.85,2016-08-05,14:08:20,1278.0,45
141220,T141221,C8618415,1984-03-02,M,KHOBAR,424507.79,2016-08-05,18:00:04,216.0,32
141292,T141293,C3538464,1971-05-29,M,DHAHRAN,277651.64,2016-08-05,13:01:59,74000.0,45
141299,T141300,C2376646,1988-01-09,M,KUALA LUMPUR,21814.27,2016-08-05,13:04:26,153.0,28
141698,T141699,C1534927,1975-12-14,M,MANGAF,78418.06,2016-08-05,12:54:29,3800.0,40
141789,T141790,C3540031,1994-09-15,F,OUTRAM,13233.2,2016-08-05,17:10:22,310.0,22
141942,T141943,C1924179,1984-03-08,M,CAMP HILL,451750.1,2016-08-05,14:55:29,954.0,32
141975,T141976,C1912044,1981-11-12,M,DUBAI,12218.36,2016-08-05,18:29:03,1000.0,34
142109,T142110,C2733687,1963-10-15,M,ABU DHABI,680337.88,2016-08-05,13:05:42,1078.0,53
142722,T142723,C4230561,1971-07-15,M,HAMBURG,364.85,2016-08-05,12:59:21,6035.0,45
142781,T142782,C4215060,1947-06-07,M,ORLANDO,19479.66,2016-08-05,12:55:06,1270.0,69
143050,T143051,C3621963,1983-04-07,M,CENTER DUBAI,1142440.9,2016-08-05,17:10:53,46.54,33
143104,T143105,C5935591,1977-01-30,M,SHARJAH,682343.3,2016-08-05,12:54:36,2420.0,39
145008,T145009,C7822633,1980-04-02,M,MANGAF,4104.15,2016-08-05,19:41:19,6440.0,36
145654,T145655,C4841733,1987-02-14,M,SHARJAH,76620.55,2016-08-05,19:47:00,180.0,29
145687,T145688,C4331470,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-05,19:30:01,19200.0,61
146009,T146010,C1019743,1975-07-16,M,CHESTER,234988.69,2016-08-05,16:57:05,354.5,41
146026,T146027,C4541050,1974-06-04,M,DUBAI,170771.73,2016-08-05,20:09:50,909.0,42
147076,T147077,C1534540,1983-01-04,M,DUBAI,51260.19,2016-08-05,17:00:12,36.0,33
147158,T147159,C2818578,1982-08-17,M,HAYES,91102.57,2016-08-05,19:51:16,12382.0,34
147630,T147631,C8420514,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-05,23:03:09,1293.9,30
147664,T147665,C7844687,1988-08-30,M,PHOENIX,16654.52,2016-08-05,21:16:04,755.0,28
147927,T147928,C2335719,1983-01-20,F,GLENGOWRIE,131156.48,2016-08-04,04:51:58,799.0,33
148190,T148191,C5021837,1962-11-11,M,MUSCAT,5820.81,2016-08-04,02:27:00,70.0,53
148287,T148288,C7738891,1983-02-08,M,DUBAI,1726.76,2016-08-05,20:58:52,547.0,33
148909,T148910,C9038873,1983-02-08,M,DUBAI,1726.76,2016-08-05,18:35:04,768.0,33
149251,T149252,C4612691,1983-12-06,M,BRAMPTON,3905118.13,2016-08-05,21:28:32,1614.0,32
149352,T149353,C3831746,1976-07-22,M,RIVERSIDE,103192.56,2016-08-05,18:23:20,278.0,40
149667,T149668,C2717731,1981-12-25,M,NSW,26904.85,2016-08-05,18:59:55,45933.0,34
150074,T150075,C2424918,1979-11-16,M,DARES SALAAM,12882.57,2016-08-05,21:31:33,7714.0,36
150381,T150382,C1435591,1977-01-30,M,SHARJAH,682343.3,2016-08-05,19:22:38,3340.0,39
150730,T150731,C5721886,1962-11-11,M,MUSCAT,5820.81,2016-08-04,00:31:02,15871.0,53
150871,T150872,C1523580,1976-06-30,M,DUBAI,31638.95,2016-08-05,18:32:05,1172.0,40
150882,T150883,C2833823,1991-08-15,M,RIYADH,505.45,2016-08-05,17:59:55,380.0,25
150908,T150909,C2720540,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-05,19:01:48,2100.0,30
151248,T151249,C2021850,1962-11-11,M,MUSCAT,5820.81,2016-08-04,01:30:28,250.0,53
151815,T151816,C8740189,1983-02-02,M,DOHA,28.11,2016-08-04,07:16:09,13.73,33
151932,T151933,C7944514,1978-11-25,M,EDOGAWA KU,1599.04,2016-08-05,20:52:17,100.86,37
152153,T152154,C3121233,1987-05-05,F,LAGOS,546.14,2016-08-05,20:59:26,690.0,29
152783,T152784,C4120566,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-05,21:05:39,2415.16,30
153131,T153132,C7014820,1971-06-30,M,KUWAIT,1198239.69,2016-08-05,19:51:52,1367.0,45
153320,T153321,C6811531,1982-07-05,M,ORPINGTON,120563.86,2016-08-05,20:04:31,1300.0,34
153668,T153669,C8257076,1974-06-05,M,EAGAN,23965.51,2016-08-04,10:38:16,3792.3,42
154096,T154097,C5095717,1976-03-17,M,DUBAI,1357.63,2016-08-04,15:17:04,1350.0,40
154653,T154654,C3928546,1952-09-09,M,SULTANATE OFOMAN,2093332.21,2016-08-05,20:46:11,4040.0,64
154797,T154798,C1740362,1991-03-13,F,NORBURY,816753.81,2016-08-05,22:53:51,889.0,25
154828,T154829,C1418532,1982-08-17,M,HAYES,91102.57,2016-08-05,19:55:00,4503.0,34
155100,T155101,C6880125,1962-06-16,M,RUWI,78.92,2016-09-03,16:06:32,25.0,54
155124,T155125,C8936278,1980-04-29,F,CHARLOTTE,458950.42,2016-09-03,16:47:20,699.0,36
155134,T155135,C5093784,1944-10-25,M,SINGAPORE,50713.16,2016-09-03,15:19:59,1399.0,72
155185,T155186,C7327774,1986-10-11,M,BIETIGHEIM,1080483.17,2016-09-03,14:52:55,1116.0,30
155407,T155408,C7525625,1976-11-29,M,DUBAI,91232.4,2016-09-03,14:41:25,1155.0,39
155428,T155429,C1593711,1944-10-25,M,SINGAPORE,50713.16,2016-09-03,14:41:49,7500.0,72
155739,T155740,C2222418,1983-06-15,F,SINGAPORE,180745.97,2016-09-03,15:46:25,500.0,33
156028,T156029,C6949515,1973-06-29,M,DOHA,5043.99,2016-09-03,14:56:14,431.0,43
156029,T156030,C6041740,1976-02-27,M,BUDAPEST,728713.69,2016-09-03,11:42:47,40.8,40
156193,T156194,C2620720,1976-10-18,M,DOHA,21641.11,2016-09-03,15:53:32,6490.0,40
156396,T156397,C3317247,1984-08-04,M,DUBAI,145599.31,2016-09-03,16:02:10,5840.0,32
156446,T156447,C7941750,1976-02-27,M,BUDAPEST,728713.69,2016-09-03,11:28:33,20.64,40
156482,T156483,C3849586,1973-06-29,M,DOHA,5043.99,2016-09-03,14:56:51,431.0,43
156736,T156737,C1016143,1986-07-20,M,SINGAPORE,204227.33,2016-09-03,14:54:25,4260.0,30
157345,T157346,C2841716,1976-02-27,M,BUDAPEST,728713.69,2016-09-03,11:46:42,8.48,40
157347,T157348,C1113635,1996-04-19,M,RIYADH,319972.78,2016-09-03,15:16:50,1000.0,20
157364,T157365,C3762661,1981-04-13,M,ASHFIELD,248288.16,2016-09-03,14:58:24,9700.0,35
157950,T157951,C3413335,1969-09-17,M,JOHANNESBERG,1228224.31,2016-09-03,16:27:49,2400.0,47
158463,T158464,C5942069,1989-04-17,M,MELBOURNE,187204.45,2016-09-03,14:55:34,940.0,27
158466,T158467,C8349559,1973-06-29,M,DOHA,5043.99,2016-09-03,14:57:52,431.0,43
158902,T158903,C2131239,1973-12-17,F,BASINGSTOKE,6600.0,2016-08-04,08:25:18,3800.0,42
159811,T159812,C3931284,1973-12-17,F,BASINGSTOKE,6600.0,2016-08-04,08:23:31,4980.0,42
161411,T161412,C1710028,1984-05-23,M,BURAIDAH,177.13,2016-08-04,08:34:59,8720.0,32
161966,T161967,C6876619,1988-01-09,M,KUALA LUMPUR,21814.27,2016-08-05,22:58:27,426.0,28
162203,T162204,C1412728,1988-01-02,M,DUBAI,171.16,2016-08-04,12:02:12,500.0,28
162382,T162383,C5012740,1988-01-02,M,DUBAI,171.16,2016-08-04,13:25:43,8707.0,28
162973,T162974,C1410373,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,09:47:41,49.41,43
162991,T162992,C3115075,1947-06-07,M,ORLANDO,19479.66,2016-08-04,12:47:59,5000.0,69
163083,T163084,C2136745,1984-09-13,M,SYDNEY,1216.29,2016-08-04,13:25:55,3602.0,32
163254,T163255,C8932234,1978-05-07,M,IPOH,281129.38,2016-08-04,13:59:27,8579.0,38
163270,T163271,C3610385,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,08:56:22,40.12,43
163277,T163278,C8320587,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-04,12:46:45,8000.0,30
163326,T163327,C1610343,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,08:56:52,40.12,43
163466,T163467,C8810381,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,09:14:06,8.61,43
164411,T164412,C7010348,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,08:52:24,48.6,43
164533,T164534,C2715370,1958-01-13,F,KUALA LUMPUR,26814.42,2016-08-04,12:30:13,1878.0,58
164599,T164600,C5537259,1964-04-21,M,DOHA,17196.94,2016-08-04,12:18:56,2358.84,52
165290,T165291,C6532229,1979-01-10,F,NSW,44903.57,2016-08-04,13:46:02,4501.09,37
165294,T165295,C5035547,1977-01-30,M,SHARJAH,682343.3,2016-08-04,15:52:01,1976.0,39
165438,T165439,C6310392,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,10:53:09,8.93,43
165674,T165675,C7389278,1994-11-27,F,FLORIDA,1022943.64,2016-08-04,14:30:02,9925.91,21
165772,T165773,C8435768,1993-03-08,F,FLORIDA,1083.76,2016-08-04,14:27:59,22248.0,23
166068,T166069,C2835786,1993-03-08,F,FLORIDA,1083.76,2016-08-04,14:29:08,9925.91,23
166259,T166260,C6512743,1988-01-02,M,DUBAI,171.16,2016-08-04,14:00:45,3685.0,28
166294,T166295,C4910333,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,10:44:53,24.9,43
166488,T166489,C7020548,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-04,13:50:34,2616.0,30
166726,T166727,C6337223,1964-04-21,M,DOHA,17196.94,2016-08-04,14:30:12,5079.01,52
166969,T166970,C7995719,1976-03-17,M,DUBAI,1357.63,2016-08-04,16:08:30,559.0,40
167064,T167065,C1035738,1993-03-08,F,FLORIDA,1083.76,2016-08-04,14:29:29,9925.91,23
167235,T167236,C3835554,1977-01-30,M,SHARJAH,682343.3,2016-08-04,14:55:30,1217.0,39
167251,T167252,C4410319,1973-09-04,M,SOUTH WINDSOR,12977.47,2016-08-04,10:50:53,2221.13,43
167421,T167422,C2729873,1978-11-16,M,DOHA,4144328.04,2016-08-04,13:35:34,2177.0,37
167677,T167678,C2089244,1994-11-27,F,FLORIDA,1022943.64,2016-08-04,14:26:37,32173.91,21
167686,T167687,C8189276,1994-11-27,F,FLORIDA,1022943.64,2016-08-04,14:25:46,32173.91,21
167822,T167823,C6332282,1979-01-10,F,NSW,44903.57,2016-08-04,13:52:10,539.1,37
